Lib_GGA.65_S2_R1_001	Lib_GGA.71_S4_R1_001	Lib_GGA.88_S6_R1_001	Lib_GGA.90_S8_R1_001	Lib_GGA.64_S1_R1_001	Lib_GGA.70_S3_R1_001	Lib_GGA.87_S5_R1_001	Lib_GGA.89_S7_R1_001
WIPF3	2.19659211254261	1.94014819279261	1.36970508084214	1.88740643080318	0.370412098950921	0.52036200182128	1.09995356891575	0.420705637047153
LINC01138	3.24828518670404	3.55855080845527	3.13831830198527	2.8831400150353	2.33329895850846	2.74813533951908	2.65160435932018	2.3506685336873
EIF5A	8.36348237290971	9.18645982097795	8.63034564358669	8.68957729185886	8.71264382003471	9.54442168832915	8.83546294407858	9.04074871930268
AC004943.2	3.82312450820975	3.56317584036526	3.6139789242122	3.64420807700357	3.34929053442491	2.91665232820005	3.08606224082599	2.93711487571019
LINC00943	2.78064224786713	2.85646614698391	2.31607696490861	2.57749028452215	1.79029875517014	1.41406762328379	1.84895760925259	1.84631124278828
EIF3I	8.22216974048961	8.20973131913778	8.19927115445715	8.23464470357116	8.63891956520491	8.692847375813	8.35057702353127	8.68979383481695
AIDA	4.56826225448637	4.37494601390319	4.34751502775898	4.58532904805543	3.93402911517127	3.86874008147114	3.97699798766635	4.10868680174298
FYN	8.60751336978315	8.69249922164298	9.02619956230185	8.81067454819411	8.43671079765885	8.2772053356107	8.35440594456302	8.38798472936278
ADGRL1	1.24645525910325	1.53188483850672	1.16119831080298	1.26815687232297	0.664886989186792	0.659090478553203	0.634150711561428	0.460692605445793
PGAP1	6.40215464955018	6.56489185764756	5.87592444478839	6.65326022898417	6.08941109540845	5.94624760215922	5.59796669806927	5.85597511466274
TCTN3	8.25441016694065	7.15245936574676	7.06477190934535	7.70758716209471	8.71093156108864	7.59031700754172	7.27552662201362	8.03967465857044
GAS7	2.38739402763341	2.41974318546487	3.63207613572966	2.69546884742344	0.268919913136213	1.15740560370774	1.71675209088709	2.04351230203873
SUCLG2	6.02017128204203	6.08990414303034	5.9642870328315	6.43316138589521	6.58258520948798	6.37589716879889	6.34552886579572	6.76629317973694
ATP5F1C	8.11156906760347	8.35049211603455	7.92751967885019	8.36688196747893	8.59186512337131	8.72405244343575	8.27912738823415	8.56364844528738
IL10RA	7.92725915391565	7.4035878941254	7.67411005966727	7.84797087359	8.11011825870641	7.83587693500715	8.30057546719699	8.24575198186987
WDR3	6.79338335217152	6.70593231566124	6.65262961416645	6.82837523552549	7.05610858599221	7.06696515536697	7.05370692780936	7.20928038348904
MEF2D	4.91126106532105	4.55986541406053	4.64576675223244	4.83515183143966	5.36219603054273	4.98602861776991	4.97634537829269	5.33048326656591
SGMS2	2.09725187081832	2.26936241215239	3.8641468730914	1.87206800266982	0.233438034349599	1.13380452279034	1.43055385792398	1.38828327566756
HPS3	6.50868756297416	6.33946301143547	6.25373181005864	6.70611698415355	6.10544694740303	5.95637401226717	6.00995870285662	6.19660135211256
RDH10	7.86161014407491	7.56390216356978	7.38362545896188	6.71258996648619	8.57446733992899	8.27484706260236	7.46259108266796	7.61515815110746
SOS1-IT1	2.24380955910794	2.15146057289188	1.77998402700852	1.79283000540908	2.64823456575571	3.02325646274088	2.55810938128528	2.93711487571019
IFI44L	2.19659211254261	8.52791455486675	4.63458961508841	9.12269918316035	1.88480996208077	5.16841602358158	2.59623748239561	4.00433003257491
ICAM1	6.20674075221797	5.81244362453014	6.00478315893099	5.83063763943831	6.53965217000104	6.25325722933805	6.27455744970168	6.43103906556094
LAS1L	6.54742831021517	6.45408800613359	6.46534738794434	6.72864649018422	7.04271820895248	6.79710972247057	6.76242571697956	7.05375129647547
SNHG5	6.04704057707859	6.29636226663809	6.36002693109083	6.25984855479563	6.57108309196582	6.77868080623275	6.58358931772862	6.6172553567165
MAP1A	3.73085119504464	3.53990096872161	2.94917894818267	3.00064135028988	2.64148232629202	2.65172153739778	2.66062906031063	2.19343184604571
GUSB	6.60054188508163	6.43213288005727	6.0441735353838	6.47373880012681	6.98053984479481	6.83464908075393	6.28480826833452	6.91492282591824
RNF144A	5.53989774410655	5.07089444019504	4.92067258292454	5.04461630289905	5.79530241305283	5.61126800542831	6.17886710913199	6.37786281590193
ZNF136	4.94914686641027	4.89128151075409	4.62106173338744	4.95464560160016	4.24811014127629	4.01155313074316	4.35047565545531	4.49064417618872
FAM122A	5.35201258308587	5.39916368409449	5.27467720463287	5.4491151415638	5.75989069294499	5.86077502457755	5.82866376097699	5.69871292479906
LAMB3	3.05665526828783	2.60159632597761	2.89774862748173	2.04617022533468	2.10693754877714	2.02729514240536	1.68171701313647	1.56376934502675
HMGA1	6.80129606187921	6.39175151167054	6.58862219482785	6.54921340891905	7.10324884166789	6.95442610687052	6.8324816273053	7.07161479387565
SPEF2	5.4559205915539	5.92362369436989	4.97839667380485	5.71504126692389	4.89600907387437	4.25796522065733	4.62629862961956	4.37769594133916
EMB	7.58966672739626	7.96477695843905	8.09344797278167	8.1957073470157	8.14036720253449	8.48995677724497	8.37271327287523	8.41288132847872
APLP2	7.07005424563909	6.55795701119793	7.08749276043064	6.4147540341461	6.55230682814828	6.32470130536733	6.25383468411641	6.01633311085354
TMEM200A	4.69046055533885	4.98560514771321	4.12916986040028	4.68305171476034	3.49873794765459	4.54417839308219	3.49713987781124	4.22063099350425
ZEB1	7.30698005523063	7.03376331142943	6.95628261450962	7.20559962759396	6.8234806319241	6.5205487418904	6.76661144655439	6.80951467392856
ME2	7.55088559735964	7.64603685370193	7.40022024229594	7.75173120077097	8.00619988933398	7.92042455158641	7.91626225596317	7.99569674480011
FOXN2	6.96961850821776	6.9576440491337	6.67079856237125	7.11606925391096	7.21064306122592	7.39226724286678	7.16253662569031	7.43337037032145
ZC2HC1A	4.36171435864707	3.80103186185829	4.34751502775898	3.54130132487691	3.65776173746445	3.04872059980701	3.97338095068639	3.05934587925868
SLC27A5	2.03150090430718	2.10146274880104	1.97692222137532	2.12592795534269	2.95640595663939	2.83850755379846	2.62418650912065	2.63031048593177
SYN1	3.40189198870632	1.7904066837268	1.13605526614307	0.925922277956643	0.717200192327403	0.815617584845652	0.67034555388245	0.293631106417115
ZFYVE28	4.56826225448637	4.10686902033753	3.86031379937995	4.39990751209437	4.25697244805969	3.58528097060119	3.11261225249425	3.56034900817862
BTN2A3P	2.17239094234541	2.29182912135556	1.88935400440952	2.60558496004909	1.50799696505158	1.59779516589928	1.25099769002281	1.23531559486202
ZNF280B	3.64111519234061	3.74920709072159	3.44512396886257	3.55577381864888	4.05583396610702	4.27154670245287	4.16947994093925	4.05418837114192
TMEM181	5.69447267903393	5.25796047113627	5.00814831369173	5.26025984941592	5.98259903734859	5.64087081869075	5.74945748022201	5.71843236838783
IKBKE	4.34557148631728	4.57597396704523	4.20668926472703	5.03775903577413	4.72291804615993	5.03462899986791	4.85971738476164	5.4015416287541
RPL37	6.75926159382267	7.11318069627511	7.01736738421493	7.23998659839847	7.5578842584991	7.6264389140168	7.29340609673285	7.54539958897857
SFXN3	5.61589340260324	5.56629336891306	5.99694893871341	5.35846364902825	4.98270729516093	4.74446013542924	4.73922912798467	5.15728047623153
TTLL1	2.73179558766487	2.69727072306524	2.80507843546178	2.45929837319265	3.20562542463542	3.24873783958243	3.66349958796074	3.15384573272862
KLHL15	5.21951411675854	5.41204000669854	5.26020499356056	5.57759775118603	4.9365658718686	4.88185214307298	4.88688900329681	4.98632497260556
MEGF6	2.76454309143558	2.15146057289188	1.51331217697301	1.93246688506614	1.98422205218289	0.72375307998876	0.960753797428248	1.0899096331956
MCM10	7.25607144606417	7.12964448269307	6.81441286448837	7.34925880781678	7.56815710479002	7.53873872090231	7.15377455407461	7.64149153348248
MYOSLID	1.22308294844867	0.422764844251278	1.08441515227221	0.555337350119837	0.495501616599547	0.148711291613609	0.211287737576845	0.0532785185624648
LAPTM5	8.47218317448079	8.13500701366563	8.49475229226521	8.14356474702636	7.97682947348985	7.74970805138031	7.75075654414527	7.96039485489446
TRIM26	7.05068465023734	7.1940555573838	7.18073329329397	7.95489380476699	6.85373649501255	6.74840459165816	6.67438511666017	7.11767591650781
RGS2	4.45745870770883	4.68183739200645	5.0591995465956	4.51794144636948	4.24142750097597	3.35971637118186	3.86433614495184	3.82829668611005
ZNF589	5.35335872232164	5.11093040685864	5.3828383904792	5.38976691164322	5.66819184305786	5.62084959972584	5.83565328002047	5.71533663543574
KLHL42	5.11228408593129	4.95073182936165	5.03389973084494	4.71349135447463	4.52619212708113	4.48011211345768	4.03019272832869	4.39327647329086
MDGA1	1.12561262092094	3.24980208914734	2.68885723072064	2.82059414632057	0.370412098950921	2.52137070744097	1.81702457691961	2.13284696173177
HSF2	5.33439750385662	5.24074146185337	5.29611690396085	5.2778260876667	5.58177514838641	5.67090367693491	5.73990922446227	5.80154828624708
C3orf52	3.2598162909192	2.88630082022034	3.21235657063433	3.10928925491835	2.74589983784984	2.00144658212784	2.5772993861956	1.76879621432979
UQCRC1	7.87056921334012	7.68766679987348	7.66754473498052	7.84870568552098	8.26764116137515	8.06411371332986	7.92002517974579	8.14043936703253
CA13	1.9905621322718	2.0627934016996	2.39238114656555	2.43862288087153	1.4473464544925	1.15740560370774	1.76775932084319	1.56376934502675
MLST8	5.18212596834256	5.13908351711818	5.33392330515076	5.10654703846947	5.61144759276956	5.88306501362047	5.58735739561828	5.57095558175867
GSE1	4.08211929123864	3.22666592488674	3.16342227864734	3.5936720427121	4.29619261782475	4.07798587658644	3.91423995082639	4.43652890752891
ICOS	8.67164230907942	8.64625044806653	9.22139656295959	8.39850697362643	8.42999186108086	8.08868109213466	7.94147357030156	7.75362818835924
KCNC4	3.83858646444687	3.46773486130361	3.05357556086982	2.72137715487171	4.6856605609453	4.02444507791483	3.58034041682183	3.09789174117133
TARS2	5.93102447036763	5.76204064559217	5.82962710730635	6.19198206371237	6.38503211584049	6.29175606058984	6.48033594551506	6.36409204117699
RRP9	5.21655846396551	5.06111819353801	5.17327666911206	5.44134169126924	5.58968920205732	5.6533741246188	5.47673882497872	5.83616121117719
HSP90AA1	9.93645622733308	10.0783652726037	9.89565047458113	10.0390841890334	10.4492557000335	10.4888711437935	10.0799324934589	10.2820908231786
SIAH2	6.50687416586909	6.44972362886945	6.24934200297396	6.63576978240726	7.18996780859307	6.96114682041236	6.63486234087119	6.82969536875597
ADAM8	6.45201288786017	5.66425911350632	5.45450708335269	5.6890178930215	6.60271313959817	6.20876962224222	6.44028293630213	6.45164861861368
MCCC1	5.74969808959462	5.87702014411937	5.78987766877791	5.93949565930743	6.27699558360767	6.15115870768711	6.26571268742462	6.24606383961622
PREB	6.2565132756117	6.2397074064448	6.38224981256182	6.42792606403648	6.64341351708411	6.78437635622789	6.57048119121949	6.94121853872969
RBMS3	2.31185883530748	2.51830459054484	2.80507843546178	2.84436773818721	1.07884462484582	1.39433942339922	2.50898700639907	1.68687869382891
LINC00861	1.81409599866048	1.23999449258564	1.79612516490193	1.84089307859138	2.21093531059275	2.1382033776668	2.54841780124282	2.93001083923921
PTCH1	2.52754440410068	1.89683471453849	2.3382930582177	1.88740643080318	3.27706894355861	2.34760912187865	3.02447563493533	3.06584213342042
GAPDH	10.954524115539	11.0012875123592	10.6617353223004	11.2583904418968	11.4549358514073	11.4454455444083	10.7891477652825	11.5356752056682
FBXO41	3.85388446417502	3.59061892278708	3.3770055302343	3.50198283457899	4.2257132319898	4.14444929702701	3.90287594937443	4.20893928210684
ATP5F1B	10.0677191728107	10.2260787941407	10.2032653437749	10.3902165376513	10.5115933750951	10.5884392048952	10.3709065479607	10.6498234435447
IRAG2	4.37237678955641	4.29100256839276	5.04407295920042	5.02394594032064	4.76546167527206	5.01861009833596	5.30463433250917	5.66380939402915
TMED2	9.26855030674827	9.18439741244085	8.94957369856281	9.12401495136137	9.54869492786674	9.50335534759248	9.16272684179207	9.52449388159195
CYB5B	8.14187547816382	8.21322990962815	8.23948170613562	8.28383188610446	8.50989967123119	8.51057708992071	8.50621155379331	8.58923995379169
KHNYN	6.63747541927959	6.30052302531949	6.41593477487671	6.61403651057162	6.1842187773351	5.86436464668234	6.14470217125705	6.30422565083107
ZBTB38	6.5296771414149	6.40598173509709	6.73761725880207	6.75553903621568	6.26661117716865	6.07420194769717	6.35667824169861	6.22879947254179
LIN54	6.15287224581923	5.91369850288233	5.94088486203147	6.2027510293271	6.52780118708681	6.46370651856749	6.33710992197445	6.44169287073272
CDKN1B	4.1174082565345	4.56448624022972	3.68070381554323	4.44725131221151	3.55371668296484	3.98541839454359	3.34869328657163	3.47506451858303
DKC1	7.57502935734787	7.66310256996754	7.56736030582654	7.68005220118689	8.04780810125466	8.06878854015887	7.76860553734944	8.01764385083789
TRMT10A	3.7099862364661	3.67423035087687	3.90192769258797	3.57010257136653	4.26578064693918	4.16205660904596	4.26133193870481	4.33530598892348
ACTR2	9.925750862192	9.63328958398426	9.34380437546728	9.55950539467286	10.0251903120875	10.0316628683926	9.87674754528518	10.121136748836
LINC00881	0.937383353176823	1.89683471453849	1.84349252484584	1.6382151855778	0.370412098950921	0.72375307998876	1.27470289027763	0.928188848783933
NLRP2	3.98124404420078	3.83585021856746	1.23410059227566	4.58297577263275	4.23246888839645	4.63103161213198	1.95546531809601	5.3059975145798
LINC02595	3.60991845312178	3.14263623947392	2.4547188362156	2.50972678284766	4.41379101945661	3.43406541275487	3.38181430699656	3.18997800870339
AC024909.1	0.817658534325231	1.04216445978852	0.623809382395839	0.83391855253547	1.59444443322754	1.5270864086173	1.43055385792398	1.61782171219522
CNIH2	1.26945495626607	1.96831787358071	2.00496901929359	1.17122769291513	0.554201062516905	0	0.109508395512147	0.293631106417115
TMEM273	6.33832664960174	6.90031263370863	5.49709411771628	5.3762401741016	7.39606532311475	7.50923489896091	5.61082855826295	6.16139513993077
PCLAF	6.57249670034544	7.05608349476738	6.36814764077484	6.95433824669293	7.20321113150805	7.42545085046477	6.70905291688133	7.21257748671489
BMS1P1	1.24645525910325	1.70927321306693	0.917381991601493	1.29140473750878	2.6749318674508	2.53944646439454	2.86183897714276	1.72020591032859
LDLR	5.90372105260812	6.02349309929403	4.65685796090771	6.22480568514225	6.37489068326036	6.40391602210924	5.38714756892371	6.47196789669548
HNRNPH2	6.45138446191097	6.17847743976156	5.31023505115985	6.13127148288987	6.88444357660476	6.57468832367757	6.49995303224195	6.62222240479516
KLHL6	6.80277487557954	6.43465901398842	6.41854376780662	6.53528333769454	6.0993003875972	5.79552639782637	6.32509835278302	5.69032868215598
POLR1B	6.98272515880883	7.09572900157722	6.86789028767615	7.08771621921044	7.32383404528456	7.30514683624256	7.40602511442132	7.51664204736515
AXL	1.82965449903089	1.75849870842448	2.05947804240891	1.84089307859138	0.792276571470927	1.03533874153505	1.43055385792398	1.21207634272592
ALDH6A1	5.07033425565497	4.73199172893449	4.55145154788487	4.83515183143966	5.65400398451945	5.29749620508277	5.56949998630353	5.05813382184776
ERMP1	5.79300047699516	5.31528815304702	5.50570812271855	5.37488049861855	5.98193101846471	5.96141068711955	5.96604341727102	6.25887787262048
RABEP1	7.17541220353776	7.03126183994581	7.12391738527195	6.99384743889054	6.79865889107988	6.77582457703186	6.70687638159592	6.66081860444114
GATA3	7.31943138695798	6.97206267739962	7.38629348514534	6.97377907695189	8.26914772639868	7.80422205926868	7.60116841583605	7.33090663258033
PPM1N	2.23214928339072	2.48943667444826	1.96269166948603	2.08660018441915	1.49307169564321	1.2481286604941	1.45150498708729	0.645520459695899
LCP1	11.4424574557868	11.357165005883	11.4573942696087	11.7193971400733	11.6404795384729	11.576014051492	11.7780891644508	11.9542842263124
IL21	2.91797982499175	1.30770498996878	0.510985396789456	1.22050616731051	3.50990258485965	2.61809658156427	1.64580990657951	1.8761875129982
TDP1	7.00001750205992	6.82336147217505	6.92267598507897	6.8738442587054	7.30713128037567	7.2074878611443	7.3401459748547	7.13669947194777
SLC8A1	1.86027700639329	2.16369390658518	2.48490585414758	1.61996647909127	2.29938396883065	3.04239657758474	3.79635889651613	2.13284696173177
AC245100.7	0.965824076845782	1.0154135212466	1.21020682713241	1.22050616731051	0.434312176120518	0.48349043810627	0.479543840033103	0.537487729800118
ASXL2	5.88522741228688	5.80660444875453	5.51305083955418	5.50735961867933	6.22656714458304	6.37526830502633	5.74097326780306	6.18022874537542
ANXA11	8.07918929923787	7.83979081780973	7.53886686449743	8.1560857039556	8.52568441216165	8.23415512626913	8.00019729033271	8.31043742673324
FOXN3	5.58069644179173	5.29874381259092	5.44045534019467	5.40316799940615	6.05234700618364	5.69327732864395	6.020512730498	5.63023369547598
UCHL1	1.48128668399529	2.65456718392237	2.08597920225465	1.75987469546013	1.03829523176535	1.86476401324767	1.15207857185977	1.0899096331956
TRIM62	2.80445906643088	2.17582437931464	2.21164034533122	2.94308659977084	3.52465562567818	3.24873783958243	2.88512613195767	3.34757171909754
CCDC117	6.43939206241936	6.46956816577553	6.02375626548917	6.64256545477558	6.86319882389009	6.85508979597238	6.62797694461725	6.84724268812529
EOLA2	4.79124148379767	5.12976005701193	5.0591995465956	5.43091150504915	4.55162554127308	4.63313733792009	4.52121802497084	4.9035184555276
C12orf57	4.79124148379767	4.78244553844909	5.08570577596849	4.75797945533532	4.52252190228649	4.34789344834383	4.15677899479363	4.00433003257491
HMSD	4.21837399029395	4.20187146117441	4.5936193724503	4.41321516642025	3.26832960342551	2.62657657721448	4.41855776375461	3.11678522717578
HLA-G	3.7916943993995	4.27417572756329	3.78143270599142	4.87609269145755	3.2943903899585	3.87230996446642	3.29754086796725	4.30542316561266
PCSK1N	2.54649907143453	0.932049227532452	1.96269166948603	2.23786094343576	1.60836182643657	0.48349043810627	1.4925159903309	1.25818643065578
RPL7A	7.28104312757755	7.40294303238315	7.30190693688512	7.43591589157097	7.79102114483341	7.84861879995772	7.45936239194501	7.84899010763403
JMJD1C-AS1	1.04792943112915	0.988157171511264	0.728446497452844	0.955330978719215	0.33736838239095	0.366860329795692	0.351641802130963	0.154273021564897
ITPR3	6.23184164531371	6.02265380202556	5.6369653580668	5.84249093979098	5.84095965885647	5.70333358826944	5.21098376856979	5.5103283133241
ZNF346	5.0914616394558	5.06601459779329	4.75095023337031	5.04461630289905	5.69534093938217	5.31334101907936	5.28141981231238	5.42825704841133
DDX41	5.91287972590788	5.74178388974019	5.97938573224179	5.9284161213333	6.2900067848598	6.29707811873853	6.17729585488773	6.45040790082584
AC136475.3	0.0539831628212437	0.105229311631825	0.510985396789456	0.1086944397795	0.99657308756488	0.755029053011592	0.93122638719397	1.11518460772085
CHCHD2	8.09275250514802	8.16612300472877	8.0819733648641	8.35538025311169	8.55965796049062	8.56770220540623	8.28040866757455	8.6500850350507
QKI	5.31241792745315	5.31528815304702	5.09225693380667	5.33907152095337	5.14904210136544	4.70696644829293	4.24941766341482	4.27770916555206
RIPOR2	5.89635201998299	5.57776677217106	5.45577775391122	7.06133282914793	4.99864645982468	4.47307604669614	5.40605317796075	5.72767990877646
AATF	7.05234328852044	6.91531275424428	6.91114315016896	7.12580199980357	7.47983395966448	7.35128447186669	7.16887578194915	7.40322773566553
MARS1	8.65058114588579	8.65318131267296	8.78088670299955	8.97986524994423	8.99265411627775	8.93130769733535	9.23512178277056	9.18675632203512
DUT	8.80121171428662	8.9479181723417	8.47530527376479	9.08411435336534	9.14319602971019	9.25595783577379	8.85488246022501	9.27735719434408
DHRS12	2.24380955910794	2.31395132053268	2.09904943791661	2.50972678284766	1.6760034392543	1.61494382883752	1.4925159903309	1.46892264997972
RPL23	6.72483334649196	7.03916833276914	6.95403639184258	6.91699000702361	7.39506208636757	7.58679038335315	7.08881524499426	7.36620505807033
NOC3L	7.14153035862678	7.29794748192305	7.32920182397988	7.50279952712099	6.7997964652537	6.60020775341525	7.1397242826854	6.92656987645545
PTPN11	7.69269664773397	7.52353568776815	7.2748057816661	7.41853404426544	7.83514851035185	7.93628644164339	7.77459306251987	7.93910115049792
PINK1	2.58367727744481	2.44000151146737	3.32788886758342	2.38559943633661	1.87332915254542	1.79123850803161	2.35070896021139	1.94827856337134
LEF1	6.46576945246027	5.4881905202369	6.14134874508674	6.14090254933801	6.63196235896007	5.97226353217867	7.15616949240452	6.85851166754966
CLK4	5.4255263589152	5.44373682267585	5.80191791528476	5.87363172487448	5.02741860748612	4.99260404484614	5.56109027693709	5.3059975145798
MRPL42	7.40727445641871	7.25642752565148	7.28055374868237	7.2437158837806	7.8152236838664	7.5986920235617	7.50360604230546	7.6190285022591
ABCD3	6.49472624954851	6.2404295005614	6.43345459979425	6.23233323182914	6.7780276634549	6.47724956875221	6.97991729379839	6.8046678507291
IL17RA	4.34286335872732	4.11634110586681	4.0739721568321	4.2596093733945	4.80376574916259	4.54193863405557	4.7582717768787	4.60210793813077
NBPF15	3.76361990075243	3.0401982550354	3.28849634220796	3.24050054734192	2.42265238794955	2.60098557592834	2.75634441611756	2.28536793017648
ULBP1	0.848534011758003	1.28548605932653	0.975235285621947	0.955330978719215	1.96271490908118	1.47168345048939	2.46844815946117	2.25157472006946
SAP30	5.44712155871302	5.64038424739825	5.21739545606226	5.74271342029579	5.22665856013029	5.24062744771361	4.52863090746416	4.92868505139281
CDCA3	5.93282645634993	5.86863740658954	5.62119657659073	5.89275880850769	6.23724274354052	6.32600359440309	5.98682328161138	6.21279023531597
KIF2A	7.7960518102338	7.81115701401519	7.82160596336333	7.76216937448238	8.2673670713533	8.12392307125428	8.07150296542692	8.06157726222838
CYBRD1	4.21541599840076	3.69123182370154	3.62305590628298	2.95769197283058	3.77653951510994	3.06752802120015	3.0521725225674	2.38224288743877
GATM	2.51797285743287	2.77906314137661	3.70655300779038	2.66908675017704	1.91871418470105	2.32694418294672	2.93804414916778	1.89089679478683
DZIP1L	0.720857732307799	1.41393939296357	1.13605526614307	1.04012265808835	0.268919913136213	0.659090478553203	0.59702438063367	0.337244834061302
PRKCE	4.24472649249875	4.18095953488824	3.60484447085172	5.16278025993263	5.45176136519914	5.05047198768739	4.49370685644272	5.26847159341983
ETV7	4.06250062893063	4.04869214395409	2.80507843546178	5.00297511079618	3.53562223723154	2.90972060364545	2.36181852877319	3.17202498429949
AFG3L2	6.52550358462601	6.43718073243329	6.57874219972097	6.54861054229555	6.88408609002339	6.89731417531743	6.8006880357767	6.93945084477208
TRAF7	4.54724251033463	4.5341828794545	4.12598074366627	4.60169536431745	5.02612315607789	4.96779012224874	4.54821437695539	4.9604101259164
GSTK1	7.21999971367887	7.4517727340104	6.75268670981569	7.75225490700707	7.97010843732459	7.87732728577944	7.22013749492762	7.91973158622418
MAPK11	1.66596019851046	1.70927321306693	1.64390971794477	1.35898172498735	0.953608331191271	1.08541152109929	0.67034555388245	0.809335978215898
SLC1A5	8.31248779873944	8.12409285658049	8.02896396668622	8.29447838660625	8.60743236495512	8.45749776846811	8.26199580079064	8.66727523752516
KLHL9	5.87401635580955	5.70354217368087	5.36536531631	5.86494110456194	6.22487427886702	6.1504238122468	6.04656487781007	6.11594807904513
LPIN2	6.71439497946012	6.80541806996434	6.71285506061973	7.2753959316912	5.85853441026359	5.80955932651182	6.68658622113724	6.17948010287213
STMN3	3.86147305980435	3.30606951723821	2.76463718923678	3.15436538238586	3.3326196038129	2.84578913771051	2.02699878483007	2.31838766247176
EHD4	6.95106682530204	7.31347186168951	6.44693554365903	7.72075872503257	6.68464020068378	6.41191007437506	6.0222642531115	6.41013082363539
PARD6B	4.65814694522088	3.86610981413945	3.90192769258797	3.32741577268254	3.58572555918053	2.70874291436663	3.49209303552664	2.93711487571019
CMTR1	6.74343417008447	7.38770520525022	6.72818401275352	7.8418328423242	6.35696980634662	6.60986283997602	6.44942485385671	6.62167135430589
AGO4	5.38792460573881	4.83311044358444	4.76741763170433	4.77869156987424	4.17518083646397	4.29301458842441	4.21919426587992	4.4315071772842
CENPE	7.32561698487167	7.21294153754423	6.79345963091221	7.03100916223665	7.62552644390595	7.54713850430099	7.40401128375423	7.3139518314341
PNOC	1.29209373453447	0.462917939693709	0.430548891269095	0.209770344806389	2.13605211101263	0.98346536359068	1.3658106299089	0.460692605445793
NRM	4.90025126667259	4.78838311585774	4.51778045414468	5.32787213833486	4.65581619430818	4.29301458842441	4.00561238587868	4.70765269616196
DDHD1	7.03441220119567	7.13120270772525	6.86693545515837	7.25262703300017	7.65033288924558	7.43272246888066	7.67511975938347	7.47667382042053
EHD1	6.61127153295352	6.38719411872098	6.59093709936554	6.13529224370264	7.1096844450404	6.79004950941118	6.7534905133054	6.75528240844564
CBLB	7.17769360886986	7.09851956739567	6.86502389219148	7.10257860645736	7.75237260492034	7.41508624444713	7.73562285412149	7.34198863163244
SEC63	6.30253665509946	6.21420368365618	6.08908256693049	5.96049651029959	6.5913710090614	6.54926698998606	6.43042331073404	6.36672519989076
STAB2	2.27823537994649	2.52780027650991	3.04008482580571	1.80902959514585	1.52276940617423	2.10217307255291	2.10840502051857	1.11518460772085
HINT1	8.17651000492442	8.35082652094557	8.24849124662082	8.43125345937834	8.6442068169611	8.79970282588425	8.41615869456178	8.73978262340729
RPL12	6.83010474919888	7.34234756940712	6.90882547862004	7.38143749460966	7.48479357687558	7.72573445955533	7.22888605852228	7.62316381730787
PHTF2	8.13406468207119	8.20511494643991	8.13548457984786	7.59005074937449	7.65599738396262	7.6147649068556	7.21631716154741	7.44991707618462
MTCH1	7.42978071203191	7.11515055152494	6.90231611998759	7.21208613326334	7.66601300683501	7.7249942527474	7.18029498482283	7.65421073630924
RPL19	7.85497294083148	8.2047449977011	8.10199443067346	8.28528009197212	8.55708145102884	8.6991426195141	8.28114031661704	8.60605218927641
ZMIZ1	6.38251005559546	6.2718490609176	6.08744396075039	5.80562597667792	5.78614804253996	5.91889111255612	5.18932037291813	5.55603594164278
TOPORS	6.58056539525144	6.37475098680034	6.38891698902846	6.47754445097777	6.30397108131724	6.02132200770034	6.06026935752781	6.04374136424496
CYB5RL	3.15873258471665	3.47265987996277	3.18196768645616	3.55096576734514	3.93954441069238	3.70622596643647	4.19765473058941	4.20600148926426
TRBV6-5	2.86611285329874	3.89574775083298	3.31674318638979	4.66758761330863	2.00541327885847	2.18488539037468	1.94072293558926	4.40613293659187
RGL1	4.91855452847732	4.56909231353597	5.36941638817149	5.45556117417806	4.59770145082487	4.22483832252926	4.67387467961683	4.97601482677115
RSAD1	5.19269268833014	4.94896583793655	4.99247390298078	5.18467385203874	5.58793427142442	5.4061524895852	5.44051954287692	5.45448674040655
TM9SF2	8.66867164034815	8.65033145856766	8.01373099573446	8.44945280879055	8.95986925463991	9.06979653904688	8.4455003273478	8.62816801449763
LSM7	4.96508394847542	5.18481788319301	4.89092067446566	5.16906954794722	5.41263933392416	5.75162074194054	5.11082937830195	5.61702393916836
NEDD9	6.72587304131338	6.26831292432736	6.51799772360038	6.72384826885159	7.30392775922316	7.09052694851317	6.63543464332328	7.24370885103727
ZNF438	4.42965187849686	4.11634110586681	4.16067919526331	4.40524531307381	3.42987248831288	3.84713326639019	3.6544928816609	3.60563769521992
SCARF1	2.08433922278675	1.6409123107531	2.48490585414758	0.83391855253547	1.11828539708737	0.815617584845652	1.34356739221831	0.679805477967254
HACD2	6.69169342767424	5.52421677379794	6.09071931410072	5.9892156937972	6.94875787471085	6.00759064165441	6.42646051575614	6.81579129840861
TENM1	3.09578548641184	3.54458607931541	2.47491353244265	2.18918176348394	4.1057451909112	3.94191302628481	3.09274569047577	2.73184254823299
THOC5	5.65789854138706	5.5489103437113	5.29185437735892	5.66474361303416	5.98393414788266	5.91283709886076	5.67347211566147	6.02051949467664
AP000648.4	3.21312834953938	2.35720334924693	2.38172453868308	2.11293745429185	3.66110392497803	3.08609341496082	2.98190705626472	2.83432656657854
TOR1AIP1	7.83583949719141	7.89104579295575	7.5015174279589	7.97589752755493	8.15895570552061	8.23986628962473	7.93102234507019	8.18195955623181
